ProbeSetID	GeneSymbol	Cell.type	FC	P.val	logFC	ortholog_name	Count	Specificity	Group
10424400	Myc	NK	2.95	0.00316227766016837	1.560714954474479	Myc	3	Nonspecific	induced
10424400	Myc	Tgd	1.86	0.00776247116628692	0.8953026213333067	Myc	3	Nonspecific	induced
10430510	Tmem184b	B	4.95	1.122018454301963e-4	2.3074285251922473	Tmem184b	5	Nonspecific	induced
10430510	Tmem184b	MF	1.31	0.0309029543251359	0.3895668117627256	Tmem184b	5	Nonspecific	induced
10430510	Tmem184b	NK	4.3	0.00316227766016837	2.1043366598147357	Tmem184b	5	Nonspecific	induced
10430510	Tmem184b	NT	3.77	0.00524807460249772	1.9145645234939397	Tmem184b	5	Nonspecific	induced
10430510	Tmem184b	T4	3.91	0.02511886431509579	1.9671686075326276	Tmem184b	5	Nonspecific	induced
10437687	Litaf	NK	1.74	0.00380189396320561	0.7990873060740036	Litaf	6	Nonspecific	induced
10437687	Litaf	NK	1.74	0.00380189396320561	0.7990873060740036	ENSRNOG00000063098	6	Nonspecific	induced
10437687	Litaf	NT	2.03	0.02818382931264453	1.0214797274104517	Litaf	6	Nonspecific	induced
10437687	Litaf	NT	2.03	0.02818382931264453	1.0214797274104517	ENSRNOG00000063098	6	Nonspecific	induced
10437687	Litaf	T8	1.78	0.02089296130854039	0.8318772411916731	Litaf	6	Nonspecific	induced
10437687	Litaf	T8	1.78	0.02089296130854039	0.8318772411916731	ENSRNOG00000063098	6	Nonspecific	induced
10439312	Cd86	B	4.59	0.0165958690743756	2.1984941536390834	Cd86	3	Nonspecific	induced
10439312	Cd86	DC	2.5	0.02570395782768863	1.3219280948873624	Cd86	3	Nonspecific	induced
10439312	Cd86	NK	2.44	0.00478630092322638	1.2868811477881617	Cd86	3	Nonspecific	induced
10444068	Tapbp	DC	1.75	3.9810717055349735e-4	0.8073549220576041	Tapbp	3	Nonspecific	induced
10444068	Tapbp	NK	1.77	0.00489778819368446	0.8237493603082727	Tapbp	3	Nonspecific	induced
10444068	Tapbp	Treg	1.98	0.01445439770745927	0.9855004303048848	Tapbp	3	Nonspecific	induced
10466304	Dtx4	B	1.81	0.00489778819368446	0.8559896973084807	Dtx4	2	Nonspecific	induced
10466304	Dtx4	T8	1.64	0.04786300923226382	0.7136958148433589	Dtx4	2	Nonspecific	induced
10466932	Insl6	B	2.14	0.01905460717963247	1.0976107966264224	Insl6	2	Nonspecific	induced
10466932	Insl6	Tgd	2.15	0.03548133892335755	1.1043366598147355	Insl6	2	Nonspecific	induced
10485048	Atg13	GN	0.4	0.00933254300796991	-1.3219280948873622	Atg13	4	Nonspecific	repressed
10485048	Atg13	MF	0.83	0.04365158322401658	-0.2688167584278	Atg13	4	Nonspecific	repressed
10485048	Atg13	NK	0.54	0.00707945784384138	-0.888968687611256	Atg13	4	Nonspecific	repressed
10485048	Atg13	Treg	2.52	0.0446683592150963	1.3334237337251915	Atg13	4	Nonspecific	induced
10489891	B4galt5	B	3.48	0.0199526231496888	1.7990873060740036	B4galt5	6	Nonspecific	induced
10489891	B4galt5	DC	2.51	0.00218776162394955	1.3276873641760472	B4galt5	6	Nonspecific	induced
10489891	B4galt5	MF	1.53	0.00309029543251359	0.6135316529179271	B4galt5	6	Nonspecific	induced
10489891	B4galt5	NK	2.01	1.7782794100389227e-4	1.0071955014042038	B4galt5	6	Nonspecific	induced
10489891	B4galt5	NT	2.76	0.02511886431509579	1.4646682670034443	B4galt5	6	Nonspecific	induced
10489891	B4galt5	Treg	3.33	0.00446683592150963	1.7355221772965377	B4galt5	6	Nonspecific	induced
10492628	Serpini1	B	2.6	0.03981071705534973	1.3785116232537298	Serpini1	2	Nonspecific	induced
10492628	Serpini1	Treg	2.35	0.00537031796370252	1.232660756790275	Serpini1	2	Nonspecific	induced
10503334	Gem	B	2.92	0.02884031503126605	1.5459683691052926	Gem	5	Nonspecific	induced
10503334	Gem	MF	1.34	0.02884031503126605	0.4222330006830478	Gem	5	Nonspecific	induced
10503334	Gem	NK	2.26	0.01174897554939529	1.1763227726404628	Gem	5	Nonspecific	induced
10503334	Gem	Tgd	3.29	0.03548133892335755	1.7180875839605168	Gem	5	Nonspecific	induced
10503334	Gem	Treg	2.49	0.03801893963205612	1.3161457422933565	Gem	5	Nonspecific	induced
10508651	Sdc3	B	7.4	0.04365158322401658	2.8875252707415875	Sdc3	4	Nonspecific	induced
10508651	Sdc3	NK	4.46	0.02818382931264453	2.15704371014558	Sdc3	4	Nonspecific	induced
10508651	Sdc3	T4	3.18	0.00338844156139202	1.6690267655096307	Sdc3	4	Nonspecific	induced
10508651	Sdc3	Treg	5.01	0.01862087136662867	2.3248106034204836	Sdc3	4	Nonspecific	induced
10514466	Jun	B	3.73	0.03630780547701014	1.899175630480513	Jun	2	Nonspecific	induced
10514466	Jun	DC	1.43	0.03981071705534973	0.5160151470036647	Jun	2	Nonspecific	induced
10535979	Rfc3	MF	1.29	0.00645654229034655	0.36737106564852945	Rfc3	3	Nonspecific	induced
10535979	Rfc3	NK	2.37	0.00741310241300917	1.2448870591235344	Rfc3	3	Nonspecific	induced
10535979	Rfc3	Treg	2.7	0.0199526231496888	1.4329594072761065	Rfc3	3	Nonspecific	induced
10538842	Gng12	Tgd	1.62	0.00269153480392691	0.6959938131099002	Gng12	1	Tgd	induced
10555438	Fchsd2	NK	3.13	6.760829753919819e-4	1.6461626571578936	Fchsd2	2	Nonspecific	induced
10555438	Fchsd2	Treg	2.5	0.00295120922666638	1.3219280948873624	Fchsd2	2	Nonspecific	induced
10569017	Ifitm3	B	38.84	0.00912010839355909	5.279471295644468	Ifitm3	6	Nonspecific	induced
10569017	Ifitm3	B	38.84	0.00912010839355909	5.279471295644468	AABR07015596.1	6	Nonspecific	induced
10569017	Ifitm3	NK	13.56	0.03981071705534973	3.761285273361619	Ifitm3	6	Nonspecific	induced
10569017	Ifitm3	NK	13.56	0.03981071705534973	3.761285273361619	AABR07015596.1	6	Nonspecific	induced
10569017	Ifitm3	T8	10.84	0.03019951720402016	3.438292851579147	Ifitm3	6	Nonspecific	induced
10569017	Ifitm3	T8	10.84	0.03019951720402016	3.438292851579147	AABR07015596.1	6	Nonspecific	induced
10572497	Il12rb1	NK	2.55	0.02570395782768863	1.3504972470841332	Il12rb1	3	Nonspecific	induced
10572497	Il12rb1	T8	2.05	0.02818382931264453	1.0356239097307212	Il12rb1	3	Nonspecific	induced
10572497	Il12rb1	Treg	2.09	0.03467368504525316	1.063502942306158	Il12rb1	3	Nonspecific	induced
10572772	Hsh2d	B	3.7	0.01348962882591653	1.8875252707415875	Hsh2d	5	Nonspecific	induced
10572772	Hsh2d	DC	2.93	0.03548133892335755	1.5509006646475232	Hsh2d	5	Nonspecific	induced
10572772	Hsh2d	NK	5.27	0.00380189396320561	2.3978029618624896	Hsh2d	5	Nonspecific	induced
10572772	Hsh2d	T8	3.26	0.03311311214825911	1.7048719644563528	Hsh2d	5	Nonspecific	induced
10572772	Hsh2d	Tgd	2.61	0.03981071705534973	1.3840498067951597	Hsh2d	5	Nonspecific	induced
10581355	Ctrl	MF	1.49	0.00371535229097172	0.5753123306874368	AABR07014125.1	2	Nonspecific	induced
10581355	Ctrl	T4	1.8	0.03715352290971726	0.8479969065549501	AABR07014125.1	2	Nonspecific	induced
10581378	Psmb10	B	2.2	2.454708915685e-4	1.1375035237499351	Psmb10	2	Nonspecific	induced
10581378	Psmb10	Treg	2.62	0.02818382931264453	1.3895668117627256	Psmb10	2	Nonspecific	induced
10581992	Maf	B	2.47	0.03019951720402016	1.304511041809953	Maf	3	Nonspecific	induced
10581992	Maf	MF	1.42	0.01584893192461113	0.5058909297299573	Maf	3	Nonspecific	induced
10581992	Maf	NT	1.54	0.01698243652461744	0.6229303509201767	Maf	3	Nonspecific	induced
10601303	Chic1	DC	2.82	0.02290867652767773	1.4956951626240689	ENSRNOG00000037919	8	Nonspecific	induced
10601303	Chic1	MF	1.49	9.54992586021436e-4	0.5753123306874368	ENSRNOG00000037919	8	Nonspecific	induced
10601303	Chic1	NK	2.32	0.03801893963205612	1.2141248053528473	ENSRNOG00000037919	8	Nonspecific	induced
10601303	Chic1	T8	2.41	0.03801893963205612	1.269033146455237	ENSRNOG00000037919	8	Nonspecific	induced
10601312	Chic1	B	2.48	0.02511886431509579	1.3103401206121503	ENSRNOG00000037919	8	Nonspecific	induced
10601312	Chic1	MF	2.54	0.00229086765276777	1.3448284969974411	ENSRNOG00000037919	8	Nonspecific	induced
10601312	Chic1	NK	2.49	2.1379620895022324e-4	1.3161457422933565	ENSRNOG00000037919	8	Nonspecific	induced
10601312	Chic1	Treg	3.41	0.03981071705534973	1.769771739249448	ENSRNOG00000037919	8	Nonspecific	induced
10345445	Arid5a	MF	2.18	0.00524807460249772	1.124328135002202	Arid5a	3	Nonspecific	induced
10345445	Arid5a	NT	1.48	0.0446683592150963	0.5655971758542251	Arid5a	3	Nonspecific	induced
10345445	Arid5a	Tgd	1.41	0.01778279410038923	0.4956951626240688	Arid5a	3	Nonspecific	induced
10346562	Cflar	GN	2.81	0.00645654229034655	1.4905701304462011	Cflar	8	Nonspecific	induced
10346562	Cflar	NK	2.17	0.03630780547701014	1.1176950426697545	Cflar	8	Nonspecific	induced
10346562	Cflar	Tgd	1.49	0.04168693834703355	0.5753123306874368	Cflar	8	Nonspecific	induced
10347948	Sp100	B	1.75	0.01071519305237606	0.8073549220576041	Sp100	9	Nonspecific	induced
10347948	Sp100	DC	2.52	0.00363078054770101	1.3334237337251915	Sp100	9	Nonspecific	induced
10347948	Sp100	GN	2.67	0.00977237220955811	1.4168397419128291	Sp100	9	Nonspecific	induced
10347948	Sp100	MF	2.82	3.388441561392024e-4	1.4956951626240689	Sp100	9	Nonspecific	induced
10347948	Sp100	Treg	1.7	0.00426579518801592	0.765534746362977	Sp100	9	Nonspecific	induced
10351884	Olfr433	B	1.49	0.03311311214825911	0.5753123306874368	Olr1587	8	Nonspecific	induced
10351884	Olfr433	B	1.49	0.03311311214825911	0.5753123306874368	Olr1585	8	Nonspecific	induced
10351884	Olfr433	DC	2.4	0.00158489319246111	1.2630344058337937	Olr1587	8	Nonspecific	induced
10351884	Olfr433	DC	2.4	0.00158489319246111	1.2630344058337937	Olr1585	8	Nonspecific	induced
10351884	Olfr433	MF	1.21	0.01737800828749375	0.27500704749986976	Olr1587	8	Nonspecific	induced
10351884	Olfr433	MF	1.21	0.01737800828749375	0.27500704749986976	Olr1585	8	Nonspecific	induced
10351884	Olfr433	NK	1.25	0.00602559586074357	0.32192809488736235	Olr1587	8	Nonspecific	induced
10351884	Olfr433	NK	1.25	0.00602559586074357	0.32192809488736235	Olr1585	8	Nonspecific	induced
10358757	Smg7	B	1.8	0.00123026877081238	0.8479969065549501	Smg7	5	Nonspecific	induced
10358757	Smg7	DC	2.03	0.02344228815319922	1.0214797274104517	Smg7	5	Nonspecific	induced
10358757	Smg7	MF	1.52	0.00218776162394955	0.6040713236688608	Smg7	5	Nonspecific	induced
10358757	Smg7	NK	1.44	2.5118864315095795e-4	0.5260688116675876	Smg7	5	Nonspecific	induced
10358757	Smg7	Treg	1.31	0.00977237220955811	0.3895668117627256	Smg7	5	Nonspecific	induced
10362803	Cd164	GN	2.44	0.03467368504525316	1.2868811477881617	Cd164	3	Nonspecific	induced
10362803	Cd164	MF	1.27	5.248074602497723e-5	0.34482849699744117	Cd164	3	Nonspecific	induced
10362803	Cd164	Tgd	1.38	0.02041737944669529	0.4646682670034442	Cd164	3	Nonspecific	induced
10367179	Timeless	DC	3.2	0.01513561248436208	1.6780719051126378	Timeless	2	Nonspecific	induced
10367179	Timeless	MF	1.47	0.00144543977074592	0.5558161550616397	Timeless	2	Nonspecific	induced
10368175	Pde7b	B	2.89	0.0165958690743756	1.5310694927259545	Pde7b	2	Nonspecific	induced
10368175	Pde7b	MF	2.16	0.01412537544622754	1.111031312388744	Pde7b	2	Nonspecific	induced
10380871	Stard3	MF	1.89	0.00478630092322638	0.918386234446348	Stard3	2	Nonspecific	induced
10380871	Stard3	T8	0.83	0.02691534803926915	-0.2688167584278	Stard3	2	Nonspecific	repressed
10385325	Pttg1	B	1.51	0.01380384264602884	0.5945485495503542	Pttg1	6	Nonspecific	induced
10385325	Pttg1	DC	2.97	0.04786300923226382	1.5704629310260412	Pttg1	6	Nonspecific	induced
10385325	Pttg1	GN	3.73	1.3182567385564074e-4	1.899175630480513	Pttg1	6	Nonspecific	induced
10385325	Pttg1	MF	2.11	0.0015135612484362	1.0772429989324603	Pttg1	6	Nonspecific	induced
10385325	Pttg1	NK	2.78	0.00380189396320561	1.4750848829487826	Pttg1	6	Nonspecific	induced
10385325	Pttg1	NT	1.89	0.02187761623949553	0.918386234446348	Pttg1	6	Nonspecific	induced
10414514	Pnp	DC	8.22	0.01584893192461113	3.0391383939069585	Pnp	6	Nonspecific	induced
10414514	Pnp	DC	8.22	0.01584893192461113	3.0391383939069585	ENSRNOG00000063999	6	Nonspecific	induced
10414514	Pnp	GN	17.3	0.0309029543251359	4.112700132749362	Pnp	6	Nonspecific	induced
10414514	Pnp	GN	17.3	0.0309029543251359	4.112700132749362	ENSRNOG00000063999	6	Nonspecific	induced
10414514	Pnp	MF	4.13	5.62341325190349e-7	2.0461417816447205	Pnp	6	Nonspecific	induced
10414514	Pnp	MF	4.13	5.62341325190349e-7	2.0461417816447205	ENSRNOG00000063999	6	Nonspecific	induced
10414527	Pnp2	DC	6.58	0.04570881896148749	2.718087583960517	Pnp	4	Nonspecific	induced
10414527	Pnp2	DC	6.58	0.04570881896148749	2.718087583960517	ENSRNOG00000063999	4	Nonspecific	induced
10414527	Pnp2	MF	3.73	3.5481338923357534e-5	1.899175630480513	Pnp	4	Nonspecific	induced
10414527	Pnp2	MF	3.73	3.5481338923357534e-5	1.899175630480513	ENSRNOG00000063999	4	Nonspecific	induced
10416044	Ccdc25	MF	2.1	3.235936569296281e-4	1.070389327891398	Ccdc25	2	Nonspecific	induced
10416044	Ccdc25	NK	1.44	0.00954992586021435	0.5260688116675876	Ccdc25	2	Nonspecific	induced
10417869	Anxa7	DC	2.58	0.00269153480392691	1.3673710656485294	Anxa7	6	Nonspecific	induced
10417869	Anxa7	DC	2.58	0.00269153480392691	1.3673710656485294	ENSRNOG00000064215	6	Nonspecific	induced
10417869	Anxa7	DC	2.58	0.00269153480392691	1.3673710656485294	ENSRNOG00000068776	6	Nonspecific	induced
10417869	Anxa7	MF	1.31	0.04265795188015926	0.3895668117627256	Anxa7	6	Nonspecific	induced
10417869	Anxa7	MF	1.31	0.04265795188015926	0.3895668117627256	ENSRNOG00000064215	6	Nonspecific	induced
10417869	Anxa7	MF	1.31	0.04265795188015926	0.3895668117627256	ENSRNOG00000068776	6	Nonspecific	induced
10419288	Gch1	MF	3.37	9.120108393559096e-4	1.752748591407134	Gch1	1	MF	induced
10419803	4931414P19Rik	MF	1.34	0.00549540873857624	0.4222330006830478	RGD1565222	1	MF	induced
10425808	Tspo	NK	2.61	0.00588843655355589	1.3840498067951597	Tspo	2	Nonspecific	induced
10425808	Tspo	T4	2.11	0.02454708915685029	1.0772429989324603	Tspo	2	Nonspecific	induced
10450723	H2-T10	MF	1.33	0.01071519305237606	0.41142624572646497	RT1-N3	6	Nonspecific	induced
10450723	H2-T10	MF	1.33	0.01071519305237606	0.41142624572646497	RT1-N2	6	Nonspecific	induced
10450723	H2-T10	NK	1.5	0.00251188643150957	0.5849625007211562	RT1-N3	6	Nonspecific	induced
10450723	H2-T10	NK	1.5	0.00251188643150957	0.5849625007211562	RT1-N2	6	Nonspecific	induced
10450723	H2-T10	T4	1.91	0.01380384264602884	0.933572638261024	RT1-N3	6	Nonspecific	induced
10450723	H2-T10	T4	1.91	0.01380384264602884	0.933572638261024	RT1-N2	6	Nonspecific	induced
10451054	Enpp4	MF	3.7	1.3182567385564074e-4	1.8875252707415875	Enpp4	2	Nonspecific	induced
10451054	Enpp4	NK	1.84	5.495408738576248e-4	0.8797057662822882	Enpp4	2	Nonspecific	induced
10466104	Ccdc86	DC	2.52	0.02344228815319922	1.3334237337251915	Ccdc86	2	Nonspecific	induced
10466104	Ccdc86	MF	2.49	0.00112201845430196	1.3161457422933565	Ccdc86	2	Nonspecific	induced
10467859	Cox15	MF	1.5	0.00467735141287198	0.5849625007211562	Cox15	1	MF	induced
10490544	Ythdf1	MF	1.81	4.073802778041131e-6	0.8559896973084807	Ythdf1	1	MF	induced
10496204	Cenpe	DC	2.44	0.00489778819368446	1.2868811477881617	Cenpe	3	Nonspecific	induced
10496204	Cenpe	NT	1.56	0.04265795188015926	0.6415460290875237	Cenpe	3	Nonspecific	induced
10496204	Cenpe	Treg	1.69	0.03981071705534973	0.7570232465074596	Cenpe	3	Nonspecific	induced
10503192	Chd7	DC	2.01	0.02818382931264453	1.0071955014042038	Chd7	6	Nonspecific	induced
10503194	Chd7	DC	2.32	0.0223872113856834	1.2141248053528473	Chd7	6	Nonspecific	induced
10503198	Chd7	NT	1.61	0.03981071705534973	0.6870606883398924	Chd7	6	Nonspecific	induced
10504008	Chmp5	B	1.66	0.00575439937337156	0.7311832415721999	Chmp5	5	Nonspecific	induced
10504008	Chmp5	DC	2.28	0.02089296130854039	1.189033824390017	Chmp5	5	Nonspecific	induced
10504008	Chmp5	MF	1.46	7.585775750291835e-4	0.5459683691052925	Chmp5	5	Nonspecific	induced
10504008	Chmp5	NK	1.55	0.02511886431509579	0.632268215499513	Chmp5	5	Nonspecific	induced
10504008	Chmp5	T4	1.63	0.02630267991895381	0.7048719644563528	Chmp5	5	Nonspecific	induced
10515012	Prpf38a	GN	1.97	0.02398832919019489	0.9781956296816516	Prpf38a	3	Nonspecific	induced
10515012	Prpf38a	MF	1.54	1.0232929922807536e-4	0.6229303509201767	Prpf38a	3	Nonspecific	induced
10515012	Prpf38a	NK	1.33	0.04168693834703355	0.41142624572646497	Prpf38a	3	Nonspecific	induced
10525452	Rnf34	GN	2.23	0.01479108388168207	1.15704371014558	Rnf34	2	Nonspecific	induced
10525452	Rnf34	MF	1.26	0.01071519305237606	0.3334237337251918	Rnf34	2	Nonspecific	induced
10531323	G3bp2	MF	1.46	0.00213796208950223	0.5459683691052925	G3bp2	1	MF	induced
10531420	Cxcl11	GN	2.42	0.03162277660168379	1.2750070474998698	Cxcl11	1	GN	induced
10555671	Pgap2	DC	2.29	0.00380189396320561	1.1953475983222193	Pgap2	2	Nonspecific	induced
10555671	Pgap2	DC	2.29	0.00380189396320561	1.1953475983222193	AABR07038703.1	2	Nonspecific	induced
10556528	Pde3b	GN	2.52	0.00794328234724281	1.3334237337251915	Pde3b	1	GN	induced
10567987	Il27	MF	1.48	0.00794328234724281	0.5655971758542251	Il27	2	Nonspecific	induced
10567987	Il27	Treg	1.17	0.02691534803926915	0.22650852980867975	Il27	2	Nonspecific	induced
10568099	Tmem219	DC	2.2	0.01513561248436208	1.1375035237499351	Tmem219	4	Nonspecific	induced
10568099	Tmem219	MF	1.41	0.00524807460249772	0.4956951626240688	Tmem219	4	Nonspecific	induced
10568099	Tmem219	NK	0.7	0.01148153621496883	-0.5145731728297583	Tmem219	4	Nonspecific	repressed
10568099	Tmem219	T8	0.78	0.04265795188015926	-0.3584539709124763	Tmem219	4	Nonspecific	repressed
10578763	Sap30	B	1.93	0.03981071705534973	0.9486008474933556	Sap30	4	Nonspecific	induced
10578763	Sap30	DC	3.76	0.03890451449942807	1.9107326619029128	Sap30	4	Nonspecific	induced
10578763	Sap30	GN	3.29	0.01148153621496883	1.7180875839605168	Sap30	4	Nonspecific	induced
10578763	Sap30	MF	1.6	0.00275422870333816	0.6780719051126377	Sap30	4	Nonspecific	induced
10587792	Plscr1	B	2.11	0.02754228703338166	1.0772429989324603	Plscr2	4	Nonspecific	induced
10587792	Plscr1	NT	1.27	0.0199526231496888	0.34482849699744117	Plscr2	4	Nonspecific	induced
10593332	Bco2	B	1.63	0.00645654229034655	0.7048719644563528	Bco2	2	Nonspecific	induced
10593332	Bco2	MF	2.47	0.00269153480392691	1.304511041809953	Bco2	2	Nonspecific	induced
10346551	Cflar	MF	1.3	0.00588843655355589	0.37851162325372983	Cflar	8	Nonspecific	induced
10346551	Cflar	NK	1.67	0.00524807460249772	0.7398481026993274	Cflar	8	Nonspecific	induced
10346551	Cflar	Treg	1.34	0.03235936569296283	0.4222330006830478	Cflar	8	Nonspecific	induced
10350349	Dennd1b	DC	2.25	0.02818382931264453	1.1699250014423124	Dennd1b	3	Nonspecific	induced
10350349	Dennd1b	MF	1.82	8.709635899560805e-4	0.8639384504239717	Dennd1b	3	Nonspecific	induced
10350349	Dennd1b	NT	1.47	0.00141253754462275	0.5558161550616397	Dennd1b	3	Nonspecific	induced
10351197	Sell	B	1.42	0.00645654229034655	0.5058909297299573	Sell	3	Nonspecific	induced
10351197	Sell	DC	2.42	0.00331131121482591	1.2750070474998698	Sell	3	Nonspecific	induced
10351197	Sell	MF	1.9	4.168693834703355e-4	0.925999418556223	Sell	3	Nonspecific	induced
10354979	Als2	DC	3.02	0.0014791083881682	1.5945485495503542	Als2	2	Nonspecific	induced
10354979	Als2	Treg	1.92	0.02884031503126605	0.9411063109464314	Als2	2	Nonspecific	induced
10361091	Atf3	B	1.97	0.02570395782768863	0.9781956296816516	Atf3	3	Nonspecific	induced
10361091	Atf3	GN	3.03	0.04168693834703355	1.599317793698226	Atf3	3	Nonspecific	induced
10361091	Atf3	MF	2.88	1.2589254117941674e-4	1.5260688116675876	Atf3	3	Nonspecific	induced
10363350	P4ha1	MF	1.4	3.9810717055349735e-4	0.48542682717024166	P4ha1	3	Nonspecific	induced
10363350	P4ha1	NT	1.89	0.03548133892335755	0.918386234446348	P4ha1	3	Nonspecific	induced
10363350	P4ha1	Tgd	1.86	6.760829753919819e-4	0.8953026213333067	P4ha1	3	Nonspecific	induced
10367919	Stx11	B	1.25	0.00218776162394955	0.32192809488736235	Stx11	3	Nonspecific	induced
10367919	Stx11	MF	1.26	0.00616595001861482	0.3334237337251918	Stx11	3	Nonspecific	induced
10367919	Stx11	NK	1.7	0.00457088189614875	0.765534746362977	Stx11	3	Nonspecific	induced
10369792	Arid5b	DC	2.03	0.03801893963205612	1.0214797274104517	Arid5b	2	Nonspecific	induced
10369792	Arid5b	NK	0.75	0.03467368504525316	-0.4150374992788438	Arid5b	2	Nonspecific	repressed
10371846	Apaf1	MF	1.3	0.01548816618912481	0.37851162325372983	Apaf1	1	MF	induced
10372965	Usp15	NK	0.86	0.04073802778041128	-0.21759143507262677	Usp15	2	Nonspecific	repressed
10372965	Usp15	NT	1.65	0.01778279410038923	0.722466024471091	Usp15	2	Nonspecific	induced
10375537	Mgat1	B	1.59	0.04897788193684462	0.6690267655096307	Mgat1	3	Nonspecific	induced
10375537	Mgat1	DC	2.08	0.04168693834703355	1.0565835283663676	Mgat1	3	Nonspecific	induced
10375537	Mgat1	Treg	1.38	0.03467368504525316	0.4646682670034442	Mgat1	3	Nonspecific	induced
10375973	Taf13	MF	1.28	0.02951209226666385	0.35614381022527536	Taf13	2	Nonspecific	induced
10375973	Taf13	T8	1.85	0.01905460717963247	0.8875252707415875	Taf13	2	Nonspecific	induced
10381154	Cnp	MF	1.37	0.01778279410038923	0.45417589318580215	Cnp	4	Nonspecific	induced
10381154	Cnp	NK	2.33	0.01778279410038923	1.2203299548795556	Cnp	4	Nonspecific	induced
10381154	Cnp	T8	1.57	0.0199526231496888	0.6507645591169023	Cnp	4	Nonspecific	induced
10381154	Cnp	Treg	1.67	0.02041737944669529	0.7398481026993274	Cnp	4	Nonspecific	induced
10400299	Gpr33	DC	5.32	0.02570395782768863	2.411426245726465	Gpr33	1	DC	induced
10403352	Klf6	MF	1.32	0.03630780547701014	0.4005379295837288	Klf6	3	Nonspecific	induced
10403352	Klf6	NK	0.63	0.02691534803926915	-0.6665762662748083	Klf6	3	Nonspecific	repressed
10403352	Klf6	NT	1.5	0.01202264434617413	0.5849625007211562	Klf6	3	Nonspecific	induced
10405125	Fbxw17	DC	4.89	0.0165958690743756	2.289834465177509	Fbxw17	2	Nonspecific	induced
10405125	Fbxw17	MF	3.05	9.549925860214369e-6	1.6088092426755238	Fbxw17	2	Nonspecific	induced
10406626	Homer1	MF	1.83	0.00104712854805089	0.8718436485093178	Homer1	1	MF	induced
10406982	Adamts6	GN	1.81	0.01380384264602884	0.8559896973084807	Adamts6	4	Nonspecific	induced
10406982	Adamts6	MF	2.64	0.00707945784384138	1.4005379295837288	Adamts6	4	Nonspecific	induced
10406982	Adamts6	NK	1.5	0.00933254300796991	0.5849625007211562	Adamts6	4	Nonspecific	induced
10406982	Adamts6	NT	4.03	0.03981071705534973	2.0107798387532427	Adamts6	4	Nonspecific	induced
10407481	Pfkp	DC	3.76	0.0087096358995608	1.9107326619029128	Pfkp	1	DC	induced
10409376	Hk3	DC	2.1	0.02754228703338166	1.070389327891398	Hk3	1	DC	induced
10411459	Tmem171	MF	1.5	0.00549540873857624	0.5849625007211562	Tmem171	1	MF	induced
10413596	Sfmbt1	B	1.69	0.03311311214825911	0.7570232465074596	Sfmbt1	3	Nonspecific	induced
10421581	Lrch1	DC	2.3	0.00218776162394955	1.2016338611696504	Lrch1	4	Nonspecific	induced
10421581	Lrch1	MF	1.37	0.03630780547701014	0.45417589318580215	Lrch1	4	Nonspecific	induced
10421581	Lrch1	NT	2.05	0.01318256738556407	1.0356239097307212	Lrch1	4	Nonspecific	induced
10421581	Lrch1	Treg	1.65	0.02089296130854039	0.722466024471091	Lrch1	4	Nonspecific	induced
10435514	Ildr1	NK	1.35	0.00144543977074592	0.43295940727610627	Ildr1	1	NK	induced
10435724	B4galt4	Tgd	1.15	0.04365158322401658	0.2016338611696504	B4galt4	1	Tgd	induced
10436402	Cldnd1	MF	1.23	3.9810717055349735e-4	0.29865831556451516	Cldnd1	1	MF	induced
10439854	Bbx	DC	4.34	0.0165958690743756	2.1176950426697547	Bbx	3	Nonspecific	induced
10439854	Bbx	MF	1.37	0.00295120922666638	0.45417589318580215	Bbx	3	Nonspecific	induced
10439854	Bbx	NT	2.74	0.01096478196143185	1.4541758931858022	Bbx	3	Nonspecific	induced
10445767	Treml2	B	1.74	0.01380384264602884	0.7990873060740036	Treml2	4	Nonspecific	induced
10445767	Treml2	DC	6.46	0.04677351412871981	2.6915341649192004	Treml2	4	Nonspecific	induced
10445767	Treml2	NK	5.71	0.00741310241300917	2.513490745588118	Treml2	4	Nonspecific	induced
10445767	Treml2	Treg	1.78	0.00354813389233575	0.8318772411916731	Treml2	4	Nonspecific	induced
10447056	Qpct	DC	3.35	0.02290867652767773	1.74416109557041	Qpct	3	Nonspecific	induced
10447056	Qpct	GN	1.65	0.03162277660168379	0.722466024471091	Qpct	3	Nonspecific	induced
10447056	Qpct	NK	0.69	0.03801893963205612	-0.5353317329965558	Qpct	3	Nonspecific	repressed
10450369	Hspa1a	NK	1.45	0.0162181009735893	0.5360529002402097	ENSRNOG00000050647	1	NK	induced
10451646	A530064D06Rik	B	2.5	0.01096478196143185	1.3219280948873624	AABR07066753.1	12	Nonspecific	induced
10451646	A530064D06Rik	B	2.5	0.01096478196143185	1.3219280948873624	RGD1307182	12	Nonspecific	induced
10451646	A530064D06Rik	B	2.5	0.01096478196143185	1.3219280948873624	ENSRNOG00000042468	12	Nonspecific	induced
10451646	A530064D06Rik	DC	11.54	0.02398832919019489	3.5285713188707577	AABR07066753.1	12	Nonspecific	induced
10451646	A530064D06Rik	DC	11.54	0.02398832919019489	3.5285713188707577	RGD1307182	12	Nonspecific	induced
10451646	A530064D06Rik	DC	11.54	0.02398832919019489	3.5285713188707577	ENSRNOG00000042468	12	Nonspecific	induced
10451646	A530064D06Rik	GN	2.72	0.01548816618912481	1.4436066514756147	AABR07066753.1	12	Nonspecific	induced
